key,korean,english
'\(displayName)' 볼륨에 접근합니다. 열기를 눌러주세요.,'\(displayName)' 볼륨에 접근합니다. 열기를 눌러주세요.,
'\(item.name)' 볼륨을 추출하시겠습니까?,'\(item.name)' 볼륨을 추출하시겠습니까?,
'\(item.name)' 추출,'\(item.name)' 추출,
'\(item.name)' 추출 실패: \(error.localizedDescription),'\(item.name)' 추출 실패: \(error.localizedDescription),
'\(item.name)' 추출 완료,'\(item.name)' 추출 완료,
'\(newName)'으로 이름 변경 완료,'\(newName)'으로 이름 변경 완료,
'\(newName)'으로 표시 이름 변경,'\(newName)'으로 표시 이름 변경,
'\(result.volumeName)' 카드,'\(result.volumeName)' 카드,
'\(store.faceGroupName(for: gid))' 의 이름을 입력하세요,'\(store.faceGroupName(for: gid))' 의 이름을 입력하세요,
'\(store.faceGroupName(for: gid))' 이름 변경,'\(store.faceGroupName(for: gid))' 이름 변경,
(\(targetPhotos.count)장),(\(targetPhotos.count)장),
)\(secs)초,)\(secs)초,
)초 이내,)초 이내,
+\(remainCount)장,+\(remainCount)장,
", avgSimilarity * 100))% — ★1 별점 적용됨",", avgSimilarity * 100))% — ★1 별점 적용됨",
", result.totalTime))초)",", result.totalTime))초)",
", tracker.estimatedCostUSD)) 사용",", tracker.estimatedCostUSD)) 사용",
", tracker.remainingUSD)) 남음",", tracker.remainingUSD)) 남음",
- (대시),- (대시),
. (점),. (점),
... 외 \(duplicateFiles.count - 5)개,... 외 \(duplicateFiles.count - 5)개,
... 외 \(result.groups.count - 20)개 그룹,... 외 \(result.groups.count - 20)개 그룹,
... 외 \(targetPhotos.count - 5)개,... 외 \(targetPhotos.count - 5)개,
... 외 \(unmatchedList.count - 20)개,... 외 \(unmatchedList.count - 20)개,
... 외 \(uploadErrors.count - 5)건,... 외 \(uploadErrors.count - 5)건,
".pickshot 파일
가져오기",".pickshot 파일
가져오기",
.pickshot 파일 선택,.pickshot 파일 선택,
.pickshot 파일을 선택하세요,.pickshot 파일을 선택하세요,
/년,/년,
/월,/월,
"2~4장의 사진을 선택해야 비교할 수 있습니다.
현재 \(currentCount)장 선택됨.

Cmd+클릭으로 여러 장을 선택하세요.","2~4장의 사진을 선택해야 비교할 수 있습니다.
현재 \(currentCount)장 선택됨.

Cmd+클릭으로 여러 장을 선택하세요.",
3주 트라이얼 시스템,3주 트라이얼 시스템,
"AI 기능은 Pro 구독이 필요합니다.
API 키가 설정되어 있지 않으면 설정에서 입력해주세요.","AI 기능은 Pro 구독이 필요합니다.
API 키가 설정되어 있지 않으면 설정에서 입력해주세요.",
AI 기능을 사용하려면,AI 기능을 사용하려면,
AI 모델 업데이트 (NIMA + AdaFace R18),AI 모델 업데이트 (NIMA + AdaFace R18),
AI 사용량: $\(String(format: ,AI 사용량: $\(String(format: ,
AI 사진 매칭,AI 사진 매칭,
AI 셀렉,AI 셀렉,
AI 추천,AI 추천,
AI 추천 (\(aiCount)장),AI 추천 (\(aiCount)장),
API 업로드,API 업로드,
API 오류 (\(httpResponse.statusCode)): \(responseBody),API 오류 (\(httpResponse.statusCode)): \(responseBody),
API 키를 먼저 설정해주세요,API 키를 먼저 설정해주세요,
API 키를 입력하세요,API 키를 입력하세요,
AdaFace 얼굴 인식 (R18 CoreML),AdaFace 얼굴 인식 (R18 CoreML),
Before/After 보정 비교,Before/After 보정 비교,
Cmd + 방향키,Cmd + 방향키,
Cmd + 클릭,Cmd + 클릭,
Drive에 .pickshot 파일이 없습니다,Drive에 .pickshot 파일이 없습니다,
Drive에 폴더가 없습니다,Drive에 폴더가 없습니다,
Drive에서 .pickshot 파일 검색 중...,Drive에서 .pickshot 파일 검색 중...,
Drive에서 클라이언트 셀렉 폴더 검색 중...,Drive에서 클라이언트 셀렉 폴더 검색 중...,
EXIF Rating 자동 적용,EXIF Rating 자동 적용,
FolderWatcher 리로드/CPU 과부하 수정,FolderWatcher 리로드/CPU 과부하 수정,
GPS 사진: \(gpsPhotos.count)장 / 전체: \(photos.count)장,GPS 사진: \(gpsPhotos.count)장 / 전체: \(photos.count)장,
Google Drive 로그인 필요,Google Drive 로그인 필요,
Google Drive 로그인이 필요합니다,Google Drive 로그인이 필요합니다,
"Google Drive 로그인이 필요합니다.
설정에서 Google 로그인을 해주세요.","Google Drive 로그인이 필요합니다.
설정에서 Google 로그인을 해주세요.",
Google Drive 미연결,Google Drive 미연결,
Google Drive 업로드 + G Select 웹 뷰어,Google Drive 업로드 + G Select 웹 뷰어,
Google Drive 연결됨,Google Drive 연결됨,
Google Drive 전송,Google Drive 전송,
Google Drive에서 클라이언트 셀렉 폴더를 선택하세요,Google Drive에서 클라이언트 셀렉 폴더를 선택하세요,
Google OAuth Client ID가 설정되지 않았습니다.,Google OAuth Client ID가 설정되지 않았습니다.,
Google 로그인 실패,Google 로그인 실패,
"Google 오류: \(errorMsg)
\(desc)","Google 오류: \(errorMsg)
\(desc)",
G셀렉,G셀렉,
G셀렉 (Drive),G셀렉 (Drive),
G셀렉 \(gSelectedIDs.count)장,G셀렉 \(gSelectedIDs.count)장,
G셀렉 ↑업로드 중... (\(gSelectedIDs.count)장),G셀렉 ↑업로드 중... (\(gSelectedIDs.count)장),
G셀렉 완료,G셀렉 완료,
G셀렉 해제,G셀렉 해제,
G셀렉: \(gSelect.uploadedCount)/\(gSelect.gSelectedIDs.count)장 업로드 완료 | 클릭하여 종료,G셀렉: \(gSelect.uploadedCount)/\(gSelect.gSelectedIDs.count)장 업로드 완료 | 클릭하여 종료,
G셀렉을 사용하려면 Google 계정으로 로그인해야 합니다.,G셀렉을 사용하려면 Google 계정으로 로그인해야 합니다.,
G키 → 업로드,G키 → 업로드,
HW JPEG 디코더 + Metal GPU 가속,HW JPEG 디코더 + Metal GPU 가속,
"JPG \(result.copiedJPG)장, RAW \(result.copiedRAW)장 복사됨","JPG \(result.copiedJPG)장, RAW \(result.copiedRAW)장 복사됨",
JPG 반환 매칭,JPG 반환 매칭,
JPG 변환 시작,JPG 변환 시작,
"JPG 파일로 미리보기하고, 매칭되는 RAW 파일을 함께 관리합니다.
jpg/raw 폴더가 분리되어 있어도 자동으로 매칭됩니다.","JPG 파일로 미리보기하고, 매칭되는 RAW 파일을 함께 관리합니다.
jpg/raw 폴더가 분리되어 있어도 자동으로 매칭됩니다.",
JPG 파일이 있는 폴더를 선택하세요,JPG 파일이 있는 폴더를 선택하세요,
JPG 폴더 선택,JPG 폴더 선택,
JPG+RAW 매칭,JPG+RAW 매칭,
JPG+RAW 매칭 + 내보내기 UI 개편,JPG+RAW 매칭 + 내보내기 UI 개편,
"JPG, RAW
매칭 복사","JPG, RAW
매칭 복사",
JPG: \(photos.count)장,JPG: \(photos.count)장,
JPG만 있음 (RAW 없음): \(result.jpgOnlyNames.count)장,JPG만 있음 (RAW 없음): \(result.jpgOnlyNames.count)장,
JPG와 RAW 파일을 복사할 대상 폴더를 선택하세요,JPG와 RAW 파일을 복사할 대상 폴더를 선택하세요,
"JPG와 같은 이름의 RAW를
찾아서 함께 복사합니다","JPG와 같은 이름의 RAW를
찾아서 함께 복사합니다",
LUT 관리 — .cube 파일 로딩 + 실시간 프리뷰,LUT 관리 — .cube 파일 로딩 + 실시간 프리뷰,
LUT 끄기,LUT 끄기,
LUT 켜기,LUT 켜기,
Lightroom 내보내기,Lightroom 내보내기,
Lightroom으로 가져올 RAW + XMP 파일을 저장할 폴더를 선택하세요,Lightroom으로 가져올 RAW + XMP 파일을 저장할 폴더를 선택하세요,
M월 d일 HH:mm,M월 d일 HH:mm,
NIMA AI 미적 품질 점수 (CoreML),NIMA AI 미적 품질 점수 (CoreML),
PDF 생성 실패,PDF 생성 실패,
PDF 저장 실패: \(error.localizedDescription),PDF 저장 실패: \(error.localizedDescription),
PDF 저장 완료 → \(url.lastPathComponent),PDF 저장 완료 → \(url.lastPathComponent),
PhotoStore 대규모 모듈화 (Selection/Folder/Rating/...),PhotoStore 대규모 모듈화 (Selection/Folder/Rating/...),
PickShot 뷰어,PickShot 뷰어,
Quick Look 미리보기,Quick Look 미리보기,
RAW + Lightroom 내보내기,RAW + Lightroom 내보내기,
"RAW \(result.copiedRAW)장, XMP \(result.copiedXMP)장 내보냄","RAW \(result.copiedRAW)장, XMP \(result.copiedXMP)장 내보냄",
RAW → JPG 변환,RAW → JPG 변환,
RAW → JPG 변환 (\(targetCount)장),RAW → JPG 변환 (\(targetCount)장),
RAW 없는 사진 \(photos.count - withRAW)장은 제외됩니다,RAW 없는 사진 \(photos.count - withRAW)장은 제외됩니다,
RAW 폴더 선택,RAW 폴더 선택,
RAW: \(withRAW)장,RAW: \(withRAW)장,
RAW: \(withRAW)장 (매칭됨),RAW: \(withRAW)장 (매칭됨),
RAW만 있음 (JPG 없음): \(result.rawOnlyNames.count)장,RAW만 있음 (JPG 없음): \(result.rawOnlyNames.count)장,
Resumable 세션 시작 실패 (HTTP \(code)),Resumable 세션 시작 실패 (HTTP \(code)),
SP 셀렉,SP 셀렉,
SP 토글,SP 토글,
SP 해제,SP 해제,
SP: \(spCount)장,SP: \(spCount)장,
SSD 고속,SSD 고속,
Shift + 방향키,Shift + 방향키,
Shift + 클릭,Shift + 클릭,
SmartCull + 인물 메뉴 + HDD/SD 최적화,SmartCull + 인물 메뉴 + HDD/SD 최적화,
Upright 가이드 + 듀얼 스크린 뷰어,Upright 가이드 + 듀얼 스크린 뷰어,
Vision 로컬 분류,Vision 로컬 분류,
Vision 장면 분류 + 얼굴 그룹핑,Vision 장면 분류 + 얼굴 그룹핑,
XMP (별점): \(withRAW)장 생성 예정,XMP (별점): \(withRAW)장 생성 예정,
XMP 사이드카 (Lightroom/Bridge 호환),XMP 사이드카 (Lightroom/Bridge 호환),
\(Int(elapsed))초,\(Int(elapsed))초,
\(Int(interval / 3600))시간 \(Int((interval.truncatingRemainder(dividingBy: 3600)) / 60))분,\(Int(interval / 3600))시간 \(Int((interval.truncatingRemainder(dividingBy: 3600)) / 60))분,
\(Int(interval / 60))분,\(Int(interval / 60))분,
\(Int(interval))초,\(Int(interval))초,
\(Int(previewCacheSize))장,\(Int(previewCacheSize))장,
\(Int(remaining / 60))분 \(Int(remaining) % 60)초 남음,\(Int(remaining / 60))분 \(Int(remaining) % 60)초 남음,
\(Int(remaining / 60))분 \(Int(remaining.truncatingRemainder(dividingBy: 60)))초,\(Int(remaining / 60))분 \(Int(remaining.truncatingRemainder(dividingBy: 60)))초,
\(Int(remaining / 60))분 \(Int(remaining.truncatingRemainder(dividingBy: 60)))초 남음,\(Int(remaining / 60))분 \(Int(remaining.truncatingRemainder(dividingBy: 60)))초 남음,
\(Int(remaining))초,\(Int(remaining))초,
\(Int(remaining))초 남음,\(Int(remaining))초 남음,
\(Int(styleThreshold))점 이상 셀렉,\(Int(styleThreshold))점 이상 셀렉,
\(SystemSpec.shared.cpuBrand) (\(SystemSpec.shared.coreCount)코어),\(SystemSpec.shared.cpuBrand) (\(SystemSpec.shared.coreCount)코어),
\(activeCount)개 작업,\(activeCount)개 작업,
\(activeFields)개 필드 → \(targetPhotos.count)장에 적용,\(activeFields)개 필드 → \(targetPhotos.count)장에 적용,
\(aiConcurrency)장,\(aiConcurrency)장,
\(analysisType) 분석 중...,\(analysisType) 분석 중...,
\(analyzed)/\(total)장,\(analyzed)/\(total)장,
\(bestPhoto.fileName) 스페이스 셀렉 토글,\(bestPhoto.fileName) 스페이스 셀렉 토글,
\(cluster.photoIDs.count)장,\(cluster.photoIDs.count)장,
\(completed)/\(photos.count)장,\(completed)/\(photos.count)장,
\(count)장,\(count)장,
\(count)장 · \(modelName),\(count)장 · \(modelName),
\(count)장 업로드됨,\(count)장 업로드됨,
\(count)장의 사진이 발견되었습니다,\(count)장의 사진이 발견되었습니다,
\(done)장 \(verb) 완료,\(done)장 \(verb) 완료,
\(engine.capitalized) 연결 성공,\(engine.capitalized) 연결 성공,
\(faceRows.count)명 감지,\(faceRows.count)명 감지,
\(failed)장 실패,\(failed)장 실패,
\(filesToUpload.count)개 파일,\(filesToUpload.count)개 파일,
\(group.clusters.flatMap(\.photoIDs).count)장,\(group.clusters.flatMap(\.photoIDs).count)장,
\(group.count)장,\(group.count)장,
\(group.photos.count)장,\(group.photos.count)장,
\(groups.count)개 시간대 · \(groups.reduce(0) { $0 + $1.photos.count })장,\(groups.count)개 시간대 · \(groups.reduce(0) { $0 + $1.photos.count })장,
\(icon) \(cat) (\(count)장),\(icon) \(cat) (\(count)장),
\(icon) \(level) (\(count)장),\(icon) \(level) (\(count)장),
\(label.rawValue) (키: \(label.key.isEmpty ? ,\(label.rawValue) (키: \(label.key.isEmpty ? ,
\(label.rawValue) 라벨 필터 (\(label.key.isEmpty ? ,\(label.rawValue) 라벨 필터 (\(label.key.isEmpty ? ,
\(minGroupSize)장 이상,\(minGroupSize)장 이상,
\(moved)장 이동 완료 (Cmd+Z 되돌리기),\(moved)장 이동 완료 (Cmd+Z 되돌리기),
\(parsedFilenameCount)개 감지됨,\(parsedFilenameCount)개 감지됨,
\(photo.fileName): 이름 충돌,\(photo.fileName): 이름 충돌,
\(photoCount)장,\(photoCount)장,
\(photos.count)장 선택됨,\(photos.count)장 선택됨,
\(photos.filter { !$0.isFolder }.count)장,\(photos.filter { !$0.isFolder }.count)장,
\(photosToUpload.count)장,\(photosToUpload.count)장,
\(q.score)점,\(q.score)점,
\(quizSelected.count)장 선택,\(quizSelected.count)장 선택,
\(r)점,\(r)점,
\(result.succeeded)장 완료 (\(String(format: ,\(result.succeeded)장 완료 (\(String(format: ,
\(result.success)개 파일 변경 완료,\(result.success)개 파일 변경 완료,
\(savedCount)개 파일에 메타데이터가 저장되었습니다.,\(savedCount)개 파일에 메타데이터가 저장되었습니다.,
\(score)점,\(score)점,
\(self.cameraName) 연결 중...,\(self.cameraName) 연결 중...,
\(self.cameraName) 연결됨 - 촬영 대기 중,\(self.cameraName) 연결됨 - 촬영 대기 중,
\(self.cameraName) 준비 완료 - 촬영하세요,\(self.cameraName) 준비 완료 - 촬영하세요,
\(self.photos.filter { !$0.isFolder }.count)장,\(self.photos.filter { !$0.isFolder }.count)장,
\(service.uploadDone)장 업로드 완료,\(service.uploadDone)장 업로드 완료,
\(session.volumeName) 백업 중...,\(session.volumeName) 백업 중...,
\(sessionName)_원본.zip,\(sessionName)_원본.zip,
\(skippedCount)장 중복 건너뛰기,\(skippedCount)장 중복 건너뛰기,
\(sourcePhotos.count)장,\(sourcePhotos.count)장,
\(speed) · 남은 시간: \(eta),\(speed) · 남은 시간: \(eta),
\(store.aiClassifyErrors.count) 실패,\(store.aiClassifyErrors.count) 실패,
\(store.fileMoveLabel) 중...,\(store.fileMoveLabel) 중...,
\(store.filteredPhotos.filter { !$0.isFolder }.count)장,\(store.filteredPhotos.filter { !$0.isFolder }.count)장,
\(store.photos.count)장의 사진을 분석합니다,\(store.photos.count)장의 사진을 분석합니다,
\(subfolderCount)개 폴더,\(subfolderCount)개 폴더,
\(succeeded)장 성공,\(succeeded)장 성공,
\(targetPhotos.count)개 파일 이름 변경 예정,\(targetPhotos.count)개 파일 이름 변경 예정,
\(targetPhotos.count)장,\(targetPhotos.count)장,
\(targetPhotos.count)장 → \(totalPages)페이지,\(targetPhotos.count)장 → \(totalPages)페이지,
\(tierDisplayName(SystemSpec.shared.effectiveTier)) (자동: \(tierDisplayName(SystemSpec.shared.autoTier))),\(tierDisplayName(SystemSpec.shared.effectiveTier)) (자동: \(tierDisplayName(SystemSpec.shared.autoTier))),
\(total)장 선택,\(total)장 선택,
\(tracker.requestCount)회,\(tracker.requestCount)회,
_ (언더스코어),_ (언더스코어),
"pHash(이미지 지문) + EXIF 촬영시간으로 원본을 찾습니다.
API 비용 없이 로컬에서 실행됩니다.","pHash(이미지 지문) + EXIF 촬영시간으로 원본을 찾습니다.
API 비용 없이 로컬에서 실행됩니다.",
yyyy년 M월 d일 HH:mm,yyyy년 M월 d일 HH:mm,
~10초,~10초,
~2분,~2분,
~30초,~30초,
~5분,~5분,
© 2026 작가 이름,© 2026 작가 이름,
· \(result.failed)장 실패,· \(result.failed)장 실패,
⚠️ \(failedCount)개 실패,⚠️ \(failedCount)개 실패,
⚠️ 폴더 생성 실패: \(error.localizedDescription),⚠️ 폴더 생성 실패: \(error.localizedDescription),
⚠️ 폴더 이동 실패: \(error.localizedDescription),⚠️ 폴더 이동 실패: \(error.localizedDescription),
⚡ 균형 — 표준 설정 추천,⚡ 균형 — 표준 설정 추천,
"✅ 활성화되었습니다.
\(formatter.string(from: expiry)) 까지 사용 가능","✅ 활성화되었습니다.
\(formatter.string(from: expiry)) 까지 사용 가능",
"❌ AI 보정 실패: \(error.localizedDescription)

API 키와 잔액을 확인하세요.","❌ AI 보정 실패: \(error.localizedDescription)

API 키와 잔액을 확인하세요.",
❌ 유효하지 않은 키입니다.,❌ 유효하지 않은 키입니다.,
❌ 이 기기는 이미 다른 테스터 키로 활성화되어 있습니다.,❌ 이 기기는 이미 다른 테스터 키로 활성화되어 있습니다.,
❌ 이 키는 무효화되었습니다.,❌ 이 키는 무효화되었습니다.,
가져오기,가져오기,
가져오기 실패,가져오기 실패,
개별 선택,개별 선택,
개별 추가/해제,개별 추가/해제,
건너뛴 파일: \(result.skipped)개,건너뛴 파일: \(result.skipped)개,
검정,검정,
검증 실패,검증 실패,
검증 완료,검증 완료,
계산 중...,계산 중...,
계속 업로드,계속 업로드,
"고객이 QR 스캔 → 사진 셀렉 → 완료
결과가 Google Drive에 자동 저장됩니다","고객이 QR 스캔 → 사진 셀렉 → 완료
결과가 Google Drive에 자동 저장됩니다",
공개 링크,공개 링크,
공유 권한 설정 실패 (\(statusCode)),공유 권한 설정 실패 (\(statusCode)),
공유 링크 (\(shareLinks.count)개):,공유 링크 (\(shareLinks.count)개):,
국가,국가,
군중,군중,
균형 (추천),균형 (추천),
그룹,그룹,
그룹 \(group.groupIndex + 1),그룹 \(group.groupIndex + 1),
그룹핑 중...,그룹핑 중...,
기념,기념,
기본 내보내기 폴더를 선택하세요,기본 내보내기 폴더를 선택하세요,
기준 \(Int(threshold))점 이상 \(recommended.count)장 셀렉 완료,기준 \(Int(threshold))점 이상 \(recommended.count)장 셀렉 완료,
기타,기타,
남은 시간: \(session.eta),남은 시간: \(session.eta),
"낮은 해상도
빠른 탐색","낮은 해상도
빠른 탐색",
낮음,낮음,
내 컬렉션,내 컬렉션,
내보내기 (\(targetCount)장),내보내기 (\(targetCount)장),
"내보내기 완료 — JPG \(result.copiedJPG)장, RAW \(result.copiedRAW)장","내보내기 완료 — JPG \(result.copiedJPG)장, RAW \(result.copiedRAW)장",
"내보내기 완료 — RAW \(result.copiedRAW)장, XMP \(result.copiedXMP)장","내보내기 완료 — RAW \(result.copiedRAW)장, XMP \(result.copiedXMP)장",
노랑,노랑,
노랑 (7),노랑 (7),
눈 감김 감지,눈 감김 감지,
느림,느림,
"다른 폴더에서 ""스타일 추천"" 사용","다른 폴더에서 ""스타일 추천"" 사용",
다시 G키 → 삭제,다시 G키 → 삭제,
다시 측정,다시 측정,
다운로드 실패: \(fileName),다운로드 실패: \(fileName),
단일 선택,단일 선택,
단축키 도움말,단축키 도움말,
대비,대비,
대상 폴더에 이미 존재하는 파일 \(duplicateFiles.count)개:,대상 폴더에 이미 존재하는 파일 \(duplicateFiles.count)개:,
대한민국,대한민국,
도시,도시,
되돌리기 실패,되돌리기 실패,
되돌리기 완료,되돌리기 완료,
디스크,디스크,
디스크 캐시 제한,디스크 캐시 제한,
디졸브,디졸브,
디테일,디테일,
따뜻한,따뜻한,
라벨 없음,라벨 없음,
라이트 모드,라이트 모드,
로고 크기 \(Int(watermarkImageScale * 100))%,로고 크기 \(Int(watermarkImageScale * 100))%,
로그,로그,
로그 파일 저장,로그 파일 저장,
로그 파일이 없습니다,로그 파일이 없습니다,
로그인,로그인,
로컬 드라이브,로컬 드라이브,
로컬 폴더,로컬 폴더,
리사이즈,리사이즈,
리프레시 토큰이 없습니다. 다시 로그인해주세요.,리프레시 토큰이 없습니다. 다시 로그인해주세요.,
링크 열기,링크 열기,
마우스 뒤로/앞으로 버튼 → 폴더 히스토리 이동,마우스 뒤로/앞으로 버튼 → 폴더 히스토리 이동,
만들기,만들기,
매우 빠름,매우 빠름,
"매월 ₩1,250 (34% 할인)","매월 ₩1,250 (34% 할인)",
매월 결제,매월 결제,
매칭,매칭,
매칭 성공: \(r.matched.count)장,매칭 성공: \(r.matched.count)장,
"매칭 완료: \(matched)개 연결됨 (폴더: \(selectedURL.lastPathComponent), 총 \(externalFiles.count)개 파일)","매칭 완료: \(matched)개 연결됨 (폴더: \(selectedURL.lastPathComponent), 총 \(externalFiles.count)개 파일)",
매칭된 \(matchedCount)장에 ★1 별점을 적용했습니다.,매칭된 \(matchedCount)장에 ★1 별점을 적용했습니다.,
매칭된 파일을 복사할 폴더를 선택하세요,매칭된 파일을 복사할 폴더를 선택하세요,
매칭할 RAW 파일이 있는 폴더를 선택하세요,매칭할 RAW 파일이 있는 폴더를 선택하세요,
매칭할 RAW/JPG 폴더 선택,매칭할 RAW/JPG 폴더 선택,
먼저 사진 폴더를 열어주세요.,먼저 사진 폴더를 열어주세요.,
메타데이터 생성 실패,메타데이터 생성 실패,
메타데이터 오버레이 토글,메타데이터 오버레이 토글,
메타데이터 편집 (\(targetCount)장),메타데이터 편집 (\(targetCount)장),
모델,모델,
모든 별점 표시,모든 별점 표시,
목록 제거,목록 제거,
무대,무대,
문제,문제,
미리보기 캐시,미리보기 캐시,
미리보기 캐시 크기: \(Int(previewCacheSize))장,미리보기 캐시 크기: \(Int(previewCacheSize))장,
미리보기: \(filePrefix)_0001.jpg,미리보기: \(filePrefix)_0001.jpg,
미매칭 파일 (\(r.unmatched.count)),미매칭 파일 (\(r.unmatched.count)),
미분류,미분류,
미분석,미분석,
미추천,미추천,
"반환된 JPG 파일명과 현재 폴더의 RAW 파일명을 비교합니다.
정확 매칭 → 유사 매칭 → 숫자 패턴 매칭 순으로 시도합니다.","반환된 JPG 파일명과 현재 폴더의 RAW 파일명을 비교합니다.
정확 매칭 → 유사 매칭 → 숫자 패턴 매칭 순으로 시도합니다.",
반환된 JPG 폴더 선택,반환된 JPG 폴더 선택,
밝기,밝기,
밝은,밝은,
배치 처리 결과를 저장할 폴더를 선택하세요,배치 처리 결과를 저장할 폴더를 선택하세요,
배터리,배터리,
백그라운드 분석 CPU 제한: \(Int(analysisCPULimit))%,백그라운드 분석 CPU 제한: \(Int(analysisCPULimit))%,
백업 시작,백업 시작,
범위 선택,범위 선택,
범위 선택 확장,범위 선택 확장,
베스트샷,베스트샷,
베스트샷 셀렉 적용,베스트샷 셀렉 적용,
변환된 JPG를 저장할 폴더를 선택하세요,변환된 JPG를 저장할 폴더를 선택하세요,
별도 파일 (_corrected),별도 파일 (_corrected),
별점 / 라벨,별점 / 라벨,
별점 / 스페이스 셀렉,별점 / 스페이스 셀렉,
별점 \(rating) 이상 필터,별점 \(rating) 이상 필터,
별점 매기기,별점 매기기,
별점 있는 사진만,별점 있는 사진만,
별점 제거,별점 제거,
별점 초기화,별점 초기화,
별점 포함: \(ratedCount)장,별점 포함: \(ratedCount)장,
보기,보기,
보기 옵션,보기 옵션,
보라,보라,
"보안 강화 — OAuth PKCE, Secrets.xcconfig 분리","보안 강화 — OAuth PKCE, Secrets.xcconfig 분리",
보정 보는 중,보정 보는 중,
보정 적용,보정 적용,
보정 중...,보정 중...,
보정 진행 중,보정 진행 중,
보정 폴더에 저장,보정 폴더에 저장,
보정된 사진을 저장할 폴더를 선택하세요,보정된 사진을 저장할 폴더를 선택하세요,
보정제안,보정제안,
보정할 항목이 감지되지 않았습니다,보정할 항목이 감지되지 않았습니다,
보통,보통,
복사 실패,복사 실패,
복사 실패: \(error.localizedDescription),복사 실패: \(error.localizedDescription),
복사 실패: \(result.failedNames.count)장,복사 실패: \(result.failedNames.count)장,
복사 중... \(copyProgress)/\(copyTotal),복사 중... \(copyProgress)/\(copyTotal),
복사됨!,복사됨!,
복사할 폴더 선택,복사할 폴더 선택,
"분류 결과를 기반으로 \(cats.count)개 카테고리 폴더를 만들고 파일을 이동하시겠습니까?

카테고리: \(cats.prefix(5).joined(separator: ","분류 결과를 기반으로 \(cats.count)개 카테고리 폴더를 만들고 파일을 이동하시겠습니까?

카테고리: \(cats.prefix(5).joined(separator: ",
분류 중...,분류 중...,
분석,분석,
분석 진행 중,분석 진행 중,
분위기,분위기,
블러 / 초점 분석,블러 / 초점 분석,
비교 모드,비교 모드,
비교 보기,비교 보기,
"비디오 플레이어 — MP4/MOV 재생, 썸네일 미리보기","비디오 플레이어 — MP4/MOV 재생, 썸네일 미리보기",
비비드,비비드,
비하인드,비하인드,
"빠른 미리보기: 카메라 내장 JPEG 사용 (빠름, 픽쳐스타일 적용됨)
픽쳐스타일 미리보기: CIRAWFilter 사용 (느림, 정밀한 색상)","빠른 미리보기: 카메라 내장 JPEG 사용 (빠름, 픽쳐스타일 적용됨)
픽쳐스타일 미리보기: CIRAWFilter 사용 (느림, 정밀한 색상)",
빨강,빨강,
빨강 (6),빨강 (6),
빨강 / 주황 / 노랑 라벨,빨강 / 주황 / 노랑 라벨,
사용 조건 (예: All Rights Reserved),사용 조건 (예: All Rights Reserved),
사용조건,사용조건,
사진 내용 자연어 설명,사진 내용 자연어 설명,
사진 불러오기 / 미리보기 (무제한),사진 불러오기 / 미리보기 (무제한),
사진 비교 (\(photos.count)장),사진 비교 (\(photos.count)장),
사진 설명 (캡션),사진 설명 (캡션),
사진 이동,사진 이동,
사진 제목,사진 제목,
사진에 별점 또는 스페이스 셀렉,사진에 별점 또는 스페이스 셀렉,
"사진을 리사이즈하여 Google Drive에 업로드합니다
클라이언트는 웹 브라우저에서 셀렉 + 코멘트를 남길 수 있습니다","사진을 리사이즈하여 Google Drive에 업로드합니다
클라이언트는 웹 브라우저에서 셀렉 + 코멘트를 남길 수 있습니다",
사진을 백업할 폴더를 선택하세요 (새 폴더 생성 가능),사진을 백업할 폴더를 선택하세요 (새 폴더 생성 가능),
사진이 없습니다,사진이 없습니다,
사진이 있는 폴더를 선택하세요 (jpg/raw 하위 폴더도 자동 스캔),사진이 있는 폴더를 선택하세요 (jpg/raw 하위 폴더도 자동 스캔),
사진이 포함된 ZIP 파일을 선택하세요,사진이 포함된 ZIP 파일을 선택하세요,
삭제 UX 개선 — 확인 건너뛰기 옵션 + 다음 사진 자동 이동,삭제 UX 개선 — 확인 건너뛰기 옵션 + 다음 사진 자동 이동,
삭제 중...,삭제 중...,
삭제후보,삭제후보,
상위 20%만,상위 20%만,
상위 40%,상위 40%,
상위 60%,상위 60%,
새 폴더,새 폴더,
색상 라벨 해제,색상 라벨 해제,
서울,서울,
선명,선명,
선별,선별,
선택 안 됨,선택 안 됨,
선택: \(store.selectionCount)장,선택: \(store.selectionCount)장,
선택된 사진,선택된 사진,
선택된 사진 \(store.selectionCount)장을 업로드합니다,선택된 사진 \(store.selectionCount)장을 업로드합니다,
선택된 사진만 분류 (\(selectedCount)장),선택된 사진만 분류 (\(selectedCount)장),
선택됨,선택됨,
"선택한 \(store.pendingDeleteIDs.count)장의 원본 파일(JPG+RAW)을 휴지통으로 이동합니다.

이 작업은 되돌릴 수 있지만, 휴지통을 비우면 복구할 수 없습니다.

개발자는 파일 손실에 대해 책임지지 않습니다.","선택한 \(store.pendingDeleteIDs.count)장의 원본 파일(JPG+RAW)을 휴지통으로 이동합니다.

이 작업은 되돌릴 수 있지만, 휴지통을 비우면 복구할 수 없습니다.

개발자는 파일 손실에 대해 책임지지 않습니다.",
선택한 \(store.photosToRemove.count)장을 목록에서 제거하시겠습니까? (파일은 삭제되지 않습니다),선택한 \(store.photosToRemove.count)장을 목록에서 제거하시겠습니까? (파일은 삭제되지 않습니다),
선택한 사진,선택한 사진,
